n_exp,w1,w2,k_value,rho,n_obs,n_hidden,T,original_phrase,attacked_phrase,p_clean,p_att,d2original,exp_util,seconds
1,2.0,1.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['met', 'terrorist', 'group', 'house', 'six', 'weeks', 'india', 'mr.', 'came', 'china', 'eu', 'south', 'bank', 'state', 'NUM,NUM', ',', 'union', 'political', 'weapons', 'spokesman', 'efforts', 'high', 'late', 'million', 'korea', 'recent', 'others', 'says', 'office', '.']",0.06834732172362554,0.05099325100948182,0.2,8.897925921748358,3000
0,2.0,1.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['economic', 'others', 'among', 'spokesman', 'forces', 'charges', 'militants', 'NUM-year-old', 'among', 'states', 'nation', 'south', 'korea', 'early', 'japan', 'national', 'russia', 'suspected', 'arrested', 'democratic', 'arrested', 'world', ')', 'indian', 'korea', 'told', 'elections', 'program', 'police', 'india']",0.06834732172362554,0.029468338356912687,0.3,11.94106501916189,3000
3,2.0,1.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['political', 'could', 'man', 'ago', '.', 'india', 'talks', '(', 'car', 'death', 'least', 'men', 'iraqi', 'prices', 'energy', 'talks', 'general', '$', 'talks', 'states', 'bird', 'authorities', 'food', 'states', 'bush', ""'s"", 'blast', 'bush', ')', 'united']",0.06834732172362554,0.0033843029511604625,0.16666666666666666,7.9932319889839425,3000
2,2.0,1.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['energy', 'held', 'democratic', 'countries', 'iraqi', 'next', 'talks', 'president', 'ministry', 'south', 'palestinian', 'baghdad', 'tuesday', 'region', 'afghan', 'also', 'russia', 'union', 'iraqi', 'monday', 'russia', 'past', 'agreement', 'turkey', 'new', 'turkey', 'spokesman', 'thousands', 'monday', 'two']",0.06834732172362554,0.025122516843853814,0.1,5.949766005372265,3000
9,2.0,1.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['country', 'NUMth', ""'"", 'countries', 'early', 'month', 'talks', '(', 'bird', 'china', 'insurgents', 'south', 'attack', 'six', 'japan', 'town', ""'"", 'iraq', 'hit', 'afghan', 'office', 'russian', 'late', 'north', '(', 'government', 'nuclear', 'program', 'iraq', 'march']",0.06834732172362554,0.03317267260715256,0.3,11.933636397143701,3000
5,2.0,1.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['called', 'said', 'among', 'countries', 'six', 'rights', 'detained', '(', 'among', '$', ',', 'january', 'meet', ',', ',', ',', 'russia', 'place', 'NUMth', 'afghan', 'newspaper', 'korea', ')', 'north', 'province', 'mr.', 'says', 'program', 'region', 'three']",0.06834732172362554,0.035547645907657806,0.4666666666666667,16.928889359959946,3000
8,2.0,1.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['bird', 'said', 'among', 'countries', 'reports', 'party', 'global', 'talks', 'suicide', 'china', 'parliament', 'south', 'election', ',', 'japan', 'news', 'russia', 'economy', 'united', 'country', 'newspaper', 'end', 'gaza', 'group', 'korea', 'detained', 'japan', 'program', 'eu', '.']",0.06834732172362554,0.053032297608354415,0.43333333333333335,15.893958267465331,3000
4,2.0,1.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['mr.', 'said', 'among', 'indian', 'earlier', 'party', 'high', 'first', 'prices', 'program', 'northern', 'visit', 'military', ',', 'war', ',', 'united', 'european', 'united', 'states', 'north', 'korea', 'sunday', 'north', 'two', ""'s"", 'iraq', 'first', ')', 'oil']",0.06834732172362554,0.018705449634923807,0.43333333333333335,15.962604558413046,3000
7,2.0,1.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['began', 'said', 'city', 'countries', ""'"", 'violence', 'dead', 'darfur', 'official', 'leaders', 'dead', 'militant', 'korea', 'still', 'authorities', 'told', 'confirmed', '-', 'home', 'group', 'news', 'announced', ')', 'north', 'korea', ""'s"", ""'s"", 'bush', 'troops', '.']",0.06834732172362554,0.03762321503670916,0.26666666666666666,10.924764656388687,3000
6,2.0,1.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['national', 'said', 'among', 'bird', 'meeting', 'insurgents', 'suicide', 'next', 'among', 'near', ',', 'south', 'rights', 'seven', 'came', 'workers', 'russia', 'last', 'united', 'recent', 'home', 'blast', 'began', 'north', 'korea', ""'s"", ""'s"", 'democratic', 'britain', 'says']",0.06834732172362554,0.04098988000992775,0.3333333333333333,12.91801339494669,3000
2,2.0,1.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['mr.', 'said', 'among', 'countries', 'nearly', '""', 'talks', 'european', 'minister', 'democratic', ',', 'south', 'korea', ',', 'japan', 'months', 'baghdad', 'made', 'united', 'states', 'north', 'korea', ')', 'still', 'terrorist', ""'s"", 'nuclear', 'program', ')', 'former']",0.06834732172362748,0.003823933982227132,0.6333333333333333,21.992343336889657,6000
3,2.0,1.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']",0.06834732172362748,0.06834732172362748,1.0,32.8632577934965,6000
0,2.0,1.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['mr.', 'energy', '""', '.', 'wounded', 'defense', 'died', '(', 'among', '$', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'police', 'states', 'north', 'korea', ')', 'turkey', 'korea', ""'s"", 'official', 'program', ')', '.']",0.06834732172362748,0.00475232409398483,0.6666666666666666,22.990495906788123,6000
1,2.0,1.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['mr.', 'local', 'aid', 'still', 'six', 'party', 'talks', 'part', 'among', 'told', ',', 'israel', 'saturday', 'rights', 'high', 'police', 'russia', 'near', 'bush', 'states', 'north', 'korea', 'afghanistan', 'north', 'statement', ',', 'following', 'capital', ')', 'european']",0.06834732172362748,0.05326649660522425,0.4,14.893433923062053,6000
6,2.0,1.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', 'many']",0.06834732172362748,0.06834732172362554,0.9666666666666667,31.863337648471887,6000
7,2.0,1.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']",0.06834732172362748,0.06834732172362748,1.0,32.863273434852516,6000
8,2.0,1.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']",0.06834732172362748,0.06834732172362748,1.0,32.86331313965675,6000
4,2.0,1.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', 'support']",0.06834732172362748,0.06834732172362554,0.9666666666666667,31.863341598595568,6000
9,2.0,1.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']",0.06834732172362748,0.06834732172362748,1.0,32.86341180283875,6000
5,2.0,1.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']",0.06834732172362748,0.06834732172362748,1.0,32.8633361191715,6000
2,2.0,1.0,10000000.0,1.0,300,29,30,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']",0.06834732172362554,0.06834732172362554,1.0,32.86333757031008,9000
3,2.0,1.0,10000000.0,1.0,300,29,30,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']",0.06834732172362554,0.06834732172362554,1.0,32.86331638555348,9000
0,2.0,1.0,10000000.0,1.0,300,29,30,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']",0.06834732172362554,0.06834732172362554,1.0,32.86325088107142,9000
1,2.0,1.0,10000000.0,1.0,300,29,30,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']",0.06834732172362554,0.06834732172362554,1.0,32.863321853205456,9000
6,2.0,1.0,10000000.0,1.0,300,29,30,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']",0.06834732172362554,0.06834732172362554,1.0,32.86324160762851,9000
7,2.0,1.0,10000000.0,1.0,300,29,30,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']",0.06834732172362554,0.06834732172362554,1.0,32.863325044502005,9000
4,2.0,1.0,10000000.0,1.0,300,29,30,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']",0.06834732172362554,0.06834732172362554,1.0,32.86334148681072,9000
8,2.0,1.0,10000000.0,1.0,300,29,30,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']",0.06834732172362554,0.06834732172362554,1.0,32.86325404206384,9000
5,2.0,1.0,10000000.0,1.0,300,29,30,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']",0.06834732172362554,0.06834732172362554,1.0,32.86338523263089,9000
9,2.0,1.0,10000000.0,1.0,300,29,30,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']",0.06834732172362554,0.06834732172362554,1.0,32.863368197294825,9000
